Horas_Estudio,Asistencia,Involucramiento_Padres,Nivel_Recursos,Actividades_Extracurriculares,Horas_Suenio,Notas_Previas,Nivel_Motivacion,Acceso_Internet,Clases_con_Tutor,Ingresos_Familiares,Calidad_Docente,Tipo_Escuela,Influencia_de_Pares,Actividad_Fisica,Dificultades_Aprendizaje,Nivel_Educacion_Padres,Distancia_Escuela,Sexo,Nota_Examen
21,84,Bajo,Medio,No,7,97,Medio,Si,2,Bajo,Bajo,Publico,Neutral,4,No,Secundario,Medio,Femenino,67
36,66,Bajo,Alto,Si,8,58,Alto,Si,1,Medio,Medio,Publico,Positivo,3,No,Universitario,Lejos,Masculino,69
22,68,Medio,Medio,No,4,87,Alto,Si,2,Medio,Medio,Publico,Neutral,3,No,Posgrado,Lejos,Femenino,66
14,85,Medio,Medio,No,4,75,Alto,Si,2,Alto,Medio,Publico,Negativo,1,Si,Secundario,Lejos,Femenino,64
19,65,Medio,Medio,No,9,57,Bajo,Si,1,Medio,Medio,Publico,Positivo,2,Si,Secundario,Cerca,Femenino,61
9,71,Bajo,Alto,Si,7,89,Medio,Si,0,Bajo,Medio,Publico,Negativo,2,No,Secundario,Cerca,Masculino,61
20,93,Medio,Medio,Si,6,95,Bajo,Si,1,Medio,Alto,Publico,Negativo,4,No,Universitario,Medio,Masculino,70
15,73,Medio,Alto,No,5,56,Medio,Si,1,Medio,Medio,Publico,Positivo,2,No,Posgrado,Cerca,Femenino,65
25,80,Alto,Bajo,No,7,53,Medio,Si,1,Medio,Medio,Private,Neutral,3,No,Universitario,Medio,Masculino,67
17,98,Bajo,Medio,No,7,92,Medio,Si,0,Alto,Medio,Private,Positivo,0,No,Universitario,Cerca,Masculino,69
19,69,Medio,Bajo,Si,9,75,Medio,Si,2,Medio,Bajo,Publico,Negativo,5,No,Secundario,Medio,Femenino,63
16,76,Medio,Medio,No,8,84,Alto,Si,1,Alto,Alto,Publico,Neutral,4,No,Secundario,Cerca,Masculino,66
30,84,Alto,Medio,Si,7,72,Medio,Si,3,Medio,Medio,Publico,Positivo,2,No,Secundario,Cerca,Masculino,73
18,90,Alto,Alto,No,8,71,Alto,No,0,Bajo,Medio,Publico,Neutral,3,No,Secundario,Cerca,Femenino,68
31,96,Alto,Alto,Si,9,65,Alto,Si,0,Bajo,Medio,Private,Positivo,2,No,Secundario,Lejos,Masculino,74
25,97,Bajo,Medio,Si,8,78,Medio,Si,0,Medio,Medio,Publico,Neutral,3,No,Secundario,Cerca,Masculino,70
23,91,Alto,Bajo,Si,8,58,Medio,Si,0,Medio,Medio,Publico,Positivo,2,No,Secundario,Lejos,Masculino,68
22,69,Alto,Alto,No,7,86,Bajo,Si,1,Alto,Medio,Publico,Positivo,4,Si,Secundario,Medio,Femenino,67
22,61,Alto,Medio,No,6,77,Bajo,Si,1,Medio,Medio,Publico,Positivo,4,No,Posgrado,Medio,Masculino,65
8,75,Medio,Medio,No,5,92,Medio,Si,5,Alto,Alto,Publico,Positivo,4,No,Secundario,Medio,Masculino,66
18,66,Alto,Medio,Si,5,96,Medio,Si,0,Bajo,Medio,Publico,Neutral,5,No,Secundario,Medio,Femenino,64
25,88,Medio,Medio,Si,8,95,Bajo,Si,1,Alto,Alto,Publico,Neutral,4,No,Secundario,Cerca,Femenino,72
20,86,Medio,Medio,Si,8,80,Alto,Si,2,Medio,Medio,Publico,Neutral,2,No,Universitario,Cerca,Masculino,70
12,62,Medio,Medio,Si,9,66,Medio,Si,1,Bajo,Medio,Private,Neutral,2,No,Universitario,Medio,Femenino,60
20,93,Medio,Medio,Si,8,68,Medio,Si,1,Bajo,Bajo,Publico,Neutral,3,No,Secundario,Medio,Masculino,68
30,70,Medio,Alto,Si,9,83,Medio,Si,1,Alto,Medio,Private,Neutral,2,No,Posgrado,Cerca,Femenino,71
27,77,Medio,Medio,Si,7,86,Bajo,Si,1,Alto,Medio,Publico,Neutral,3,No,Secundario,Medio,Masculino,68
20,87,Alto,Medio,Si,8,58,Bajo,Si,2,Bajo,Medio,Publico,Negativo,2,Si,Posgrado,Cerca,Masculino,67
26,77,Medio,Medio,Si,5,100,Bajo,Si,1,Bajo,Alto,Private,Positivo,5,No,Secundario,Cerca,Femenino,70
18,78,Medio,Alto,No,7,55,Alto,Si,0,Alto,Medio,Publico,Negativo,3,No,Secundario,Cerca,Masculino,65
10,63,Medio,Medio,No,4,80,Medio,Si,0,Bajo,Medio,Publico,Positivo,3,No,Universitario,Cerca,Masculino,60
14,76,Alto,Bajo,No,7,77,Bajo,No,2,Alto,Medio,Publico,Positivo,4,No,Universitario,Cerca,Masculino,65
29,91,Medio,Medio,No,9,80,Bajo,Si,0,Bajo,Alto,Publico,Negativo,4,No,Secundario,Cerca,Femenino,70
18,97,Bajo,Bajo,Si,7,77,Medio,Si,4,Bajo,Bajo,Private,Neutral,4,No,Posgrado,Cerca,Masculino,69
19,77,Alto,Bajo,No,8,53,Medio,Si,1,Bajo,Medio,Private,Positivo,3,No,Secundario,Cerca,Masculino,64
18,77,Bajo,Medio,No,7,100,Medio,Si,2,Alto,Alto,Private,Positivo,3,Si,Secundario,Cerca,Masculino,67
31,88,Bajo,Medio,Si,6,99,Bajo,Si,2,Alto,Bajo,Publico,Negativo,3,No,Posgrado,Cerca,Masculino,73
30,98,Medio,Alto,No,7,76,Alto,Si,1,Bajo,Medio,Publico,Neutral,3,No,Universitario,Cerca,Masculino,74
33,71,Medio,Bajo,Si,9,60,Medio,Si,0,Medio,Medio,Publico,Positivo,4,Si,Secundario,Cerca,Masculino,67
19,78,Bajo,Alto,Si,8,59,Medio,Si,2,Alto,Medio,Publico,Positivo,1,No,Secundario,Cerca,Masculino,66
22,92,Medio,Medio,No,6,53,Medio,Si,4,Alto,Medio,Publico,Neutral,4,Si,Secundario,Cerca,Masculino,69
11,84,Alto,Medio,No,5,81,Bajo,Si,1,Bajo,Medio,Private,Negativo,3,No,Secundario,Medio,Femenino,64
29,64,Medio,Alto,Si,7,74,Medio,Si,0,Alto,Medio,Publico,Positivo,2,No,Posgrado,Cerca,Femenino,69
13,85,Bajo,Alto,Si,6,71,Medio,Si,1,Bajo,Medio,Publico,Positivo,3,No,Secundario,Cerca,Femenino,66
21,67,Alto,Medio,Si,7,76,Medio,Si,1,Medio,Alto,Private,Neutral,2,Si,Secundario,Cerca,Masculino,65
13,80,Medio,Medio,Si,5,94,Alto,Si,1,Medio,Medio,Private,Positivo,3,No,Secundario,Cerca,Femenino,67
16,81,Medio,Alto,No,9,54,Medio,Si,3,Medio,Alto,Publico,Negativo,3,No,Posgrado,Medio,Masculino,67
15,95,Medio,Medio,No,7,77,Alto,Si,0,Bajo,Medio,Private,Neutral,3,No,Secundario,Cerca,Femenino,68
16,78,Medio,Bajo,No,7,85,Medio,Si,4,Medio,Medio,Publico,Neutral,2,Si,Secundario,Cerca,Masculino,65
17,71,Medio,Bajo,Si,6,99,Bajo,Si,4,Medio,Medio,Publico,Positivo,3,Si,Posgrado,Cerca,Masculino,66
17,69,Alto,Medio,Si,7,87,Bajo,Si,2,Bajo,Medio,Publico,Neutral,3,No,Universitario,Cerca,Masculino,65
25,95,Medio,Medio,Si,7,77,Alto,No,0,Bajo,Alto,Publico,Neutral,3,No,Posgrado,Cerca,Masculino,71
13,67,Medio,Alto,Si,6,88,Medio,Si,0,Bajo,Medio,Publico,Neutral,3,No,Universitario,Medio,Femenino,63
21,77,Alto,Bajo,Si,7,100,Bajo,Si,2,Alto,Alto,Publico,Positivo,4,No,Universitario,Cerca,Femenino,70
27,67,Alto,Alto,Si,9,94,Alto,Si,0,Alto,Bajo,Publico,Positivo,2,No,Universitario,Cerca,Femenino,70
17,91,Bajo,Medio,Si,4,54,Alto,Si,3,Bajo,Medio,Publico,Neutral,4,No,Universitario,Medio,Femenino,67
16,79,Alto,Medio,Si,7,79,Alto,Si,2,Alto,Alto,Publico,Positivo,2,No,Secundario,Medio,Masculino,68
19,74,Medio,Bajo,Si,6,89,Medio,No,0,Alto,Medio,Publico,Neutral,2,No,Secundario,Medio,Masculino,63
27,74,Medio,Alto,Si,9,84,Bajo,Si,3,Alto,Medio,Private,Negativo,3,No,Universitario,Cerca,Femenino,70
21,94,Medio,Medio,No,7,71,Bajo,No,1,Bajo,Alto,Private,Neutral,2,No,Posgrado,Cerca,Masculino,69
17,82,Medio,Medio,Si,5,66,Medio,Si,1,Medio,Bajo,Publico,Positivo,3,No,Secundario,Cerca,Femenino,66
23,89,Bajo,Alto,No,7,81,Medio,Si,2,Bajo,Alto,Publico,Neutral,2,No,Posgrado,Medio,Masculino,70
13,96,Medio,Alto,No,8,71,Bajo,Si,1,Medio,Bajo,Publico,Positivo,3,No,Secundario,Cerca,Masculino,68
24,96,Medio,Medio,No,10,70,Medio,Si,0,Alto,Medio,Publico,Negativo,4,No,Secundario,Cerca,Femenino,70
22,73,Bajo,Alto,Si,4,92,Medio,Si,0,Bajo,Medio,Publico,Positivo,4,No,Posgrado,Medio,Masculino,67
18,98,Medio,Alto,Si,5,66,Medio,Si,0,Medio,Medio,Private,Negativo,0,No,Posgrado,,Masculino,69
15,61,Alto,Bajo,Si,9,82,Medio,Si,2,Medio,Alto,Publico,Positivo,2,No,Posgrado,Cerca,Masculino,64
15,75,Alto,Medio,No,5,94,Bajo,No,1,Bajo,Medio,Publico,Negativo,3,Si,Secundario,Medio,Femenino,62
23,96,Medio,Medio,No,7,81,Medio,Si,1,Bajo,Medio,Private,Positivo,2,No,Posgrado,Medio,Masculino,71
27,71,Alto,Medio,Si,6,75,Medio,Si,2,Medio,Alto,Private,Neutral,4,No,Secundario,,Masculino,69
16,71,Medio,Alto,Si,6,52,Bajo,Si,0,Alto,Alto,Publico,Neutral,1,No,Secundario,Lejos,Masculino,62
23,72,Bajo,Medio,Si,7,84,Alto,Si,0,Medio,Medio,Publico,Positivo,4,No,Secundario,Cerca,Masculino,66
7,84,Medio,Alto,Si,7,100,Bajo,Si,3,Bajo,Medio,Private,Negativo,4,Si,Secundario,Medio,Masculino,64
16,78,Bajo,Alto,No,9,90,Medio,Si,3,Bajo,Medio,Publico,Negativo,3,No,Posgrado,Medio,Masculino,66
20,89,Alto,Medio,Si,9,82,Medio,Si,2,Alto,Alto,Publico,Neutral,3,No,Universitario,Cerca,Femenino,72
15,96,Alto,Alto,Si,8,73,Medio,Si,3,Medio,Medio,Private,Negativo,3,No,Universitario,Cerca,Femenino,71
14,87,Medio,Alto,Si,7,61,Medio,Si,0,Bajo,Medio,Publico,Neutral,3,No,Secundario,Lejos,Masculino,65
16,68,Medio,Medio,Si,7,85,Medio,Si,1,Medio,Medio,Publico,Positivo,2,No,Universitario,Cerca,Femenino,65
22,97,Medio,Alto,Si,8,59,Medio,Si,1,Bajo,Medio,Publico,Negativo,3,No,Secundario,Cerca,Masculino,70
19,71,Medio,Alto,Si,9,94,Alto,Si,1,Alto,Medio,Private,Positivo,4,No,Secundario,Cerca,Masculino,68
7,66,Alto,Bajo,Si,8,68,Alto,Si,0,Bajo,Medio,Publico,Negativo,2,Si,Universitario,Medio,Masculino,57
7,64,Medio,Alto,No,9,70,Alto,Si,4,Bajo,Bajo,Publico,Neutral,4,Si,Secundario,Lejos,Masculino,59
16,83,Bajo,Bajo,Si,6,61,Medio,Si,0,Medio,Alto,Publico,Neutral,4,No,Universitario,Cerca,Masculino,64
23,65,Alto,Medio,Si,9,74,Medio,Si,2,Medio,Alto,Private,Neutral,3,No,Universitario,Medio,Masculino,67
4,66,Bajo,Alto,No,8,84,Bajo,Si,2,Bajo,Alto,Publico,Neutral,3,No,Posgrado,Cerca,Femenino,60
17,72,Alto,Alto,Si,6,65,Bajo,Si,3,Bajo,Alto,Publico,Positivo,2,No,Posgrado,Lejos,Masculino,67
17,71,Medio,Alto,Si,7,85,Bajo,Si,2,Bajo,Bajo,Private,Negativo,2,No,Universitario,,Femenino,65
28,84,Medio,Medio,Si,7,81,Medio,Si,1,Medio,Alto,Publico,Negativo,3,No,Universitario,Cerca,Masculino,71
18,93,Bajo,Medio,Si,7,69,Medio,Si,0,Bajo,Medio,Publico,Neutral,2,No,Universitario,Cerca,Masculino,67
22,90,Medio,Medio,Si,7,66,Bajo,Si,0,Bajo,Medio,Publico,Positivo,1,No,Posgrado,Cerca,Masculino,69
21,70,Alto,Medio,Si,5,93,Alto,Si,1,Bajo,Medio,Publico,Neutral,3,No,Universitario,Cerca,Masculino,68
7,70,Medio,Medio,Si,6,51,Medio,Si,0,Alto,Medio,Private,Neutral,1,No,Secundario,Medio,Femenino,59
25,99,Alto,Alto,No,7,86,Bajo,No,3,Medio,Medio,Publico,Positivo,3,No,Universitario,Cerca,Femenino,75
21,60,Medio,Medio,Si,6,71,Bajo,Si,0,Medio,Bajo,Publico,Negativo,4,Si,Secundario,Lejos,Masculino,59
23,95,Alto,Medio,No,6,86,Bajo,Si,0,Medio,Alto,Publico,Neutral,3,No,Secundario,Medio,Femenino,71
44,68,Alto,Bajo,No,9,75,Bajo,Si,3,Medio,Alto,Private,Negativo,2,No,Secundario,Medio,Femenino,71
7,98,Medio,Medio,No,7,54,Alto,Si,0,Medio,Alto,Private,Neutral,2,No,Secundario,Cerca,Femenino,66
30,74,Medio,Bajo,No,10,99,Medio,Si,1,Alto,Medio,Private,Positivo,2,No,Secundario,Medio,Masculino,69
18,78,Alto,Medio,Si,7,54,Bajo,No,4,Bajo,Alto,Publico,Neutral,4,Si,Universitario,Medio,Femenino,65
22,88,Medio,Medio,Si,9,58,Bajo,Si,3,Bajo,Medio,Private,Negativo,2,No,Universitario,Medio,Masculino,68
20,84,Alto,Bajo,No,7,71,Medio,Si,5,Bajo,Alto,Private,Positivo,2,No,Secundario,Lejos,Femenino,68
17,73,Medio,Medio,Si,6,97,Alto,Si,1,Medio,Alto,Publico,Positivo,3,No,Secundario,Cerca,Masculino,67
17,82,Alto,Medio,Si,7,65,Medio,Si,1,Medio,Medio,Publico,Positivo,5,No,Secundario,Cerca,Masculino,68
22,89,Bajo,Medio,Si,9,78,Medio,Si,0,Medio,Medio,Publico,Positivo,3,No,,Medio,Masculino,68
11,62,Alto,Medio,Si,7,76,Alto,Si,3,Alto,Medio,Private,Neutral,3,Si,Secundario,Medio,Masculino,88
25,60,Medio,Alto,Si,8,67,Medio,Si,1,Medio,Alto,Publico,Neutral,2,No,Universitario,Cerca,Femenino,66
18,78,Alto,Bajo,Si,7,85,Alto,Si,3,Bajo,Bajo,Publico,Negativo,2,No,Universitario,Cerca,Masculino,67
13,65,Medio,Alto,No,7,75,Bajo,Si,2,Medio,Alto,Private,Neutral,4,No,Secundario,Medio,Masculino,63
17,87,Medio,Alto,Si,7,79,Medio,Si,3,Bajo,Medio,Publico,Neutral,4,Si,Secundario,Cerca,Femenino,68
28,69,Alto,Bajo,No,6,61,Bajo,Si,2,Medio,Alto,Publico,Positivo,1,Si,Secundario,Cerca,Masculino,65
17,77,Alto,Medio,Si,7,96,Medio,Si,1,Bajo,Bajo,Private,Positivo,3,No,Universitario,Cerca,Masculino,67
22,68,Alto,Alto,Si,8,56,Medio,No,3,Medio,Medio,Private,Positivo,1,No,Posgrado,Cerca,Masculino,67
16,82,Medio,Medio,Si,7,85,Medio,Si,1,Alto,Medio,Publico,Neutral,4,No,Secundario,Cerca,Masculino,67
25,65,Medio,Bajo,No,7,94,Bajo,Si,1,Bajo,Alto,Publico,Positivo,3,No,Secundario,Lejos,Masculino,64
24,61,Medio,Medio,No,8,54,Medio,Si,1,Bajo,Medio,Publico,Neutral,2,Si,,Medio,Masculino,61
31,62,Medio,Medio,Si,7,51,Medio,Si,2,Medio,Medio,Publico,Neutral,1,No,Universitario,Lejos,Femenino,65
19,98,Bajo,Alto,Si,7,67,Alto,Si,1,Medio,Medio,Private,Negativo,4,No,Secundario,Medio,Femenino,70
24,66,Medio,Alto,No,8,89,Medio,Si,0,Medio,Alto,Publico,Positivo,2,No,Universitario,Cerca,Masculino,67
21,88,Alto,Bajo,No,7,86,Medio,Si,1,Bajo,Medio,Private,Positivo,2,No,Secundario,Medio,Masculino,68
28,63,Medio,Medio,Si,7,91,Medio,Si,1,Bajo,Medio,Private,Positivo,1,No,Secundario,Lejos,Masculino,65
16,64,Alto,Medio,Si,8,70,Bajo,Si,3,Alto,Alto,Private,Negativo,3,No,Secundario,Lejos,Femenino,63
24,80,Medio,Alto,No,7,100,Medio,Si,1,Alto,Alto,Publico,Neutral,3,No,Posgrado,Medio,Masculino,72
19,79,Alto,Medio,Si,7,68,Medio,Si,2,Alto,Alto,Publico,Negativo,1,No,Universitario,Cerca,Femenino,68
20,98,Medio,Alto,Si,7,90,Medio,Si,2,Medio,Medio,Publico,Positivo,4,No,,Cerca,Masculino,73
21,98,Alto,Medio,Si,7,68,Alto,Si,0,Medio,Medio,Publico,Positivo,3,Si,Universitario,Cerca,Femenino,71
22,91,Medio,Alto,No,5,61,Medio,Si,3,Bajo,Alto,Publico,Neutral,2,No,Posgrado,Lejos,Masculino,70
19,84,Alto,Medio,Si,7,67,Bajo,Si,0,Medio,Bajo,Publico,Positivo,3,No,Posgrado,Cerca,Femenino,68
21,78,Medio,Alto,No,10,60,Medio,Si,3,Alto,Medio,Publico,Negativo,5,No,Secundario,Medio,Masculino,68
29,74,Medio,Medio,No,6,56,Bajo,Si,2,Bajo,Alto,Publico,Neutral,3,No,Posgrado,Cerca,Femenino,68
26,98,Bajo,Alto,Si,6,68,Medio,Si,1,Bajo,Medio,Private,Neutral,1,No,Posgrado,Medio,Masculino,71
25,84,Medio,Medio,Si,10,57,Bajo,Si,4,Medio,Medio,Publico,Positivo,2,No,Universitario,Cerca,Masculino,70
17,83,Alto,Medio,No,6,75,Medio,Si,2,Medio,Medio,Publico,Positivo,3,Si,Secundario,Cerca,Masculino,67
15,69,Bajo,Medio,Si,9,52,Medio,Si,0,Alto,Medio,Publico,Neutral,3,No,Universitario,Cerca,Femenino,61
26,62,Alto,Bajo,Si,7,72,Bajo,Si,1,Medio,Medio,Publico,Neutral,3,No,Universitario,Medio,Femenino,64
25,98,Bajo,Medio,No,7,98,Medio,Si,1,Medio,Medio,Publico,Negativo,4,No,Posgrado,Cerca,Masculino,72
29,73,Alto,Medio,No,7,68,Bajo,Si,1,Bajo,Alto,Private,Positivo,4,Si,Secundario,Medio,Masculino,67
16,78,Alto,Bajo,Si,8,57,Alto,Si,1,Medio,Medio,Publico,Negativo,3,No,Universitario,Cerca,Masculino,65
19,65,Medio,Bajo,Si,5,65,Alto,Si,1,Alto,Medio,Publico,Positivo,6,No,Universitario,Medio,Femenino,64
10,93,Bajo,Medio,Si,7,90,Medio,Si,0,Bajo,Medio,Private,Positivo,2,No,Secundario,Cerca,Femenino,66
18,61,Medio,Medio,No,6,66,Medio,Si,1,Medio,Alto,Publico,Positivo,2,No,Secundario,Medio,Femenino,62
26,93,Bajo,Medio,No,4,69,Medio,Si,2,Bajo,Medio,Publico,Neutral,3,No,Secundario,Cerca,Masculino,70
17,66,Medio,Medio,Si,9,89,Medio,No,1,Medio,Alto,Publico,Positivo,4,No,Secundario,Medio,Femenino,64
24,95,Medio,Bajo,No,4,63,Bajo,Si,3,Bajo,Medio,Publico,Positivo,3,No,Secundario,Cerca,Femenino,70
19,89,Medio,Bajo,No,10,74,Medio,Si,1,Bajo,Medio,Publico,Positivo,2,No,Secundario,Medio,Femenino,66
22,67,Bajo,Alto,Si,8,53,Medio,Si,0,Medio,Alto,Publico,Negativo,3,No,Secundario,Lejos,Masculino,62
13,83,Bajo,Bajo,No,5,59,Alto,Si,4,Bajo,Medio,Private,Neutral,2,No,Secundario,Cerca,Femenino,63
21,73,Bajo,Medio,Si,9,60,Alto,Si,2,Medio,Medio,Publico,Positivo,3,No,Universitario,Cerca,Masculino,66
2,67,Medio,Medio,No,6,73,Bajo,Si,1,Bajo,Medio,Private,Positivo,2,No,Universitario,Medio,Masculino,58
19,94,Medio,Alto,Si,6,91,Medio,Si,1,Bajo,Medio,Publico,Negativo,3,No,Secundario,Medio,Masculino,70
10,76,Medio,Bajo,No,4,68,Medio,Si,1,Alto,Bajo,Private,Neutral,6,No,Universitario,Cerca,Masculino,63
27,76,Medio,Alto,Si,6,69,Alto,Si,0,Medio,Alto,Publico,Neutral,1,No,,Cerca,Masculino,70
25,67,Alto,Medio,Si,6,65,Medio,Si,1,Bajo,Medio,Publico,Negativo,3,No,Secundario,Cerca,Masculino,65
23,75,Medio,Bajo,Si,8,66,Medio,Si,5,Medio,Bajo,Publico,Neutral,3,No,Secundario,Cerca,Masculino,67
29,95,Alto,Medio,No,9,70,Medio,No,1,Bajo,Medio,Private,Positivo,2,No,Posgrado,Cerca,Femenino,73
14,75,Medio,Medio,Si,5,95,Medio,Si,0,Medio,Medio,Publico,Positivo,3,No,Universitario,Medio,Masculino,82
30,98,Bajo,Medio,No,7,51,Alto,Si,0,Bajo,Medio,Publico,Positivo,2,No,Secundario,Cerca,Masculino,71
26,98,Medio,Medio,Si,4,81,Bajo,Si,1,Bajo,Medio,Publico,Positivo,4,No,Posgrado,Cerca,Masculino,73
19,66,Medio,Alto,No,7,94,Bajo,Si,1,Alto,Medio,Publico,Positivo,4,No,Secundario,Medio,Femenino,65
27,67,Alto,Medio,Si,10,71,Medio,Si,1,Bajo,Alto,Publico,Neutral,3,No,Secundario,Cerca,Femenino,67
13,95,Medio,Medio,Si,4,83,Bajo,No,1,Bajo,Alto,Publico,Neutral,4,No,Universitario,Medio,Masculino,67
15,76,Alto,Alto,Si,5,79,Medio,Si,4,Medio,Medio,Publico,Neutral,4,No,Posgrado,Medio,Femenino,69
16,60,Medio,Alto,Si,8,67,Bajo,Si,0,Bajo,Medio,Publico,Neutral,3,No,Secundario,Cerca,Masculino,61
17,71,Medio,Bajo,No,8,57,Medio,Si,3,Medio,Alto,Private,Positivo,4,No,Secundario,Cerca,Femenino,64
14,84,Bajo,Alto,No,6,61,Bajo,Si,1,Alto,Medio,Publico,Positivo,2,No,Universitario,Lejos,Masculino,64
27,92,Bajo,Medio,Si,9,53,Bajo,Si,2,Bajo,Medio,Publico,Negativo,2,No,Universitario,Lejos,Masculino,68
18,65,Medio,Bajo,No,6,88,Medio,Si,1,Medio,Medio,Private,Positivo,1,Si,Universitario,Cerca,Masculino,62
22,64,Medio,Medio,Si,10,77,Alto,Si,5,Medio,Medio,Publico,Neutral,3,Si,Secundario,Cerca,Masculino,66
17,97,Alto,Bajo,Si,8,89,Medio,Si,1,Bajo,Medio,Publico,Neutral,4,No,Universitario,Cerca,Masculino,70
9,90,Alto,Medio,Si,9,65,Bajo,Si,3,Medio,Medio,Publico,Positivo,3,No,Secundario,Cerca,Femenino,67
22,84,Medio,Medio,Si,8,90,Medio,Si,2,Medio,Medio,Publico,Positivo,2,No,Universitario,Cerca,Femenino,70
9,91,Medio,Medio,No,8,65,Alto,Si,0,Medio,Medio,Publico,Positivo,4,No,Secundario,Medio,Masculino,65
20,77,Bajo,Medio,No,8,56,Medio,Si,1,Medio,Alto,Publico,Positivo,4,No,Universitario,Medio,Masculino,65
12,90,Medio,Alto,Si,9,77,Medio,Si,3,Medio,Medio,Publico,Positivo,3,No,Posgrado,Cerca,Masculino,70
32,75,Alto,Medio,Si,7,97,Alto,Si,1,Medio,Medio,Private,Neutral,3,No,Universitario,Medio,Masculino,72
25,70,Medio,Medio,No,6,71,Bajo,Si,0,Bajo,Medio,Publico,Neutral,2,No,Universitario,Cerca,Femenino,65
21,89,Alto,Alto,Si,7,76,Medio,Si,1,Medio,Medio,Publico,Positivo,2,No,Secundario,Cerca,Masculino,71
28,77,Alto,Alto,Si,6,73,Bajo,Si,3,Medio,Alto,Private,Negativo,3,No,Universitario,Cerca,Femenino,71
15,99,Medio,Alto,Si,6,73,Alto,Si,1,Alto,Alto,Publico,Negativo,5,No,Posgrado,Cerca,Masculino,72
23,74,Bajo,Bajo,No,9,61,Bajo,Si,0,Medio,Bajo,Publico,Positivo,4,No,Posgrado,Cerca,Masculino,64
21,97,Medio,Medio,No,8,71,Alto,Si,2,Alto,Alto,Publico,Neutral,1,No,Universitario,Medio,Masculino,72
22,97,Bajo,Medio,No,8,75,Medio,Si,1,Medio,Medio,Private,Positivo,4,No,Posgrado,Cerca,Masculino,71
28,70,Medio,Medio,Si,9,87,Bajo,Si,0,Bajo,Medio,Publico,Neutral,3,No,Secundario,Medio,Masculino,66
24,92,Alto,Bajo,No,8,57,Medio,Si,3,Medio,Medio,Private,Positivo,3,No,Universitario,Cerca,Femenino,71
22,77,Medio,Medio,Si,10,79,Alto,Si,2,Medio,Bajo,Publico,Neutral,2,No,Secundario,Cerca,Masculino,67
10,97,Alto,Alto,No,4,83,Bajo,Si,1,Bajo,Alto,Publico,Neutral,2,No,Posgrado,Cerca,Masculino,69
14,78,Alto,Medio,Si,6,69,Alto,Si,0,Medio,Medio,Publico,Positivo,5,No,Universitario,Medio,Femenino,67
19,90,Alto,Medio,Si,6,77,Medio,Si,0,Alto,Medio,Publico,Neutral,4,No,Posgrado,Cerca,Masculino,71
21,79,Medio,Bajo,No,5,86,Bajo,Si,1,Alto,,Private,Positivo,2,No,Secundario,Medio,Femenino,66
13,69,Alto,Alto,No,7,73,Bajo,Si,1,Medio,Bajo,Private,Positivo,2,No,Secundario,Lejos,Masculino,62
34,68,Medio,Medio,No,7,67,Alto,Si,0,Medio,Medio,Private,Neutral,2,No,Secundario,Medio,Masculino,67
29,77,Medio,Bajo,Si,10,91,Alto,Si,2,Bajo,Medio,Publico,Negativo,4,No,Posgrado,Cerca,Femenino,70
24,90,Alto,Alto,No,8,99,Alto,Si,0,Bajo,Medio,Publico,Neutral,3,No,Universitario,Medio,Femenino,72
20,84,Alto,Alto,No,6,61,Medio,Si,3,Medio,Medio,Private,Neutral,2,No,Secundario,Cerca,Masculino,69
19,88,Medio,Alto,No,8,94,Alto,Si,1,Medio,Medio,Publico,Neutral,3,No,Secundario,Medio,Masculino,70
14,71,Alto,Alto,No,4,77,Medio,Si,0,Medio,Medio,Publico,Negativo,3,No,Secundario,Cerca,Femenino,64
20,79,Medio,Medio,Si,7,72,Bajo,No,1,Medio,Medio,Publico,Negativo,3,No,Secundario,Cerca,Masculino,65
22,62,Medio,Alto,Si,7,95,Medio,Si,2,Medio,Medio,Publico,Negativo,2,No,Secundario,Cerca,Masculino,66
13,93,Bajo,Medio,No,6,96,Alto,Si,2,Alto,Medio,Private,Negativo,3,No,Secundario,Cerca,Femenino,68
22,100,Medio,Medio,Si,7,64,Medio,Si,2,Bajo,Medio,Private,Positivo,3,No,Universitario,Cerca,Femenino,72
19,76,Medio,Bajo,Si,6,68,Medio,Si,2,Alto,Medio,Publico,Positivo,3,No,Secundario,Medio,Femenino,65
9,60,Medio,Bajo,Si,6,93,Medio,Si,3,Bajo,Alto,Private,Neutral,2,No,Secundario,Medio,Femenino,60
15,67,Medio,Medio,No,8,75,Medio,Si,0,Alto,Alto,Publico,Negativo,4,No,Posgrado,Cerca,Femenino,63
18,86,Bajo,Bajo,Si,9,64,Bajo,Si,3,Bajo,Alto,Publico,Positivo,3,No,Secundario,Cerca,Femenino,66
31,84,Bajo,Medio,Si,8,98,Bajo,Si,1,Medio,Medio,Publico,Positivo,4,No,Posgrado,Cerca,Femenino,73
23,92,Medio,Medio,Si,6,61,Bajo,Si,4,Bajo,Medio,Publico,Positivo,4,No,Universitario,Cerca,Masculino,71
12,70,Medio,Medio,Si,6,81,Bajo,Si,1,Bajo,Medio,Publico,Negativo,2,Si,Secundario,Lejos,Masculino,59
23,91,Medio,Bajo,Si,6,71,Medio,Si,5,Bajo,Alto,Publico,Neutral,3,No,Secundario,Medio,Femenino,70
11,88,Medio,Bajo,Si,7,73,Bajo,Si,1,Medio,Bajo,Private,Neutral,3,Si,Universitario,Cerca,Femenino,63
